product_id,product_name,category,brand,price,cost
P00462,初白面霜4代,美妆,初白,183.76,136.28
P00463,兰沁粉底液2代,美妆,兰沁,71.13,54.39
P00464,云上衬衫5代,服饰,云上,475.64,387.83
P00465,青禾衬衫2代,服饰,青禾,180.70,124.62
P00466,亲贝奶瓶3代,母婴,亲贝,1051.78,616.97
P00467,智造者路由器1代,数码,智造者,770.82,527.57
P00468,小方净水器3代,家电,小方,1911.09,1118.30
P00469,简衣卫衣1代,服饰,简衣,197.04,116.51
P00470,山野骑行头盔1代,运动,山野,423.32,329.85
P00471,味来坚果礼盒2代,食品,味来,314.67,199.13
P00472,云启平板电脑5代,数码,云启,4686.23,3082.80
P00473,星联路由器1代,数码,星联,3239.05,2285.36
P00474,恒净净水器2代,家电,恒净,945.81,744.66
P00475,墨舟小说4代,图书,墨舟,82.40,53.60
P00476,清颜防晒霜3代,美妆,清颜,74.54,54.12
P00477,花漾粉底液4代,美妆,花漾,72.24,54.36
P00478,智造者显示器2代,数码,智造者,870.99,553.02
P00479,住造台灯5代,家居,住造,382.96,240.80
P00480,鹿屿精华液5代,美妆,鹿屿,193.51,142.29
P00481,北岸衬衫1代,服饰,北岸,236.43,158.06
P00482,云上衬衫2代,服饰,云上,873.72,622.11
P00483,星联蓝牙耳机4代,数码,星联,1410.50,799.85
P00484,远读历史书3代,图书,远读,91.12,68.01
P00485,澄光净水器4代,家电,澄光,2202.05,1583.65
P00486,简衣卫衣4代,服饰,简衣,255.58,162.97
P00487,青禾外套1代,服饰,青禾,106.97,82.13
P00488,小树苗婴儿推车2代,母婴,小树苗,373.46,214.77
P00489,花漾面霜4代,美妆,花漾,261.00,165.15
P00490,麦禾坚果礼盒6代,食品,麦禾,123.00,76.13
P00491,鲜语速溶咖啡3代,食品,鲜语,391.09,210.72
P00492,白鲸洗衣机3代,家电,白鲸,463.47,307.23
P00493,兰沁口红5代,美妆,兰沁,308.17,209.25
P00494,麦禾牛肉干4代,食品,麦禾,93.14,59.81
P00495,澄光净水器6代,家电,澄光,714.25,501.01
P00496,恒净吹风机3代,家电,恒净,2371.09,1943.21
P00497,晨芯平板电脑4代,数码,晨芯,406.15,247.62
P00498,森木休闲裤2代,服饰,森木,191.45,153.43
P00499,花漾精华液1代,美妆,花漾,230.32,164.45
P00500,谷小满曲奇饼干2代,食品,谷小满,97.56,52.22
P00501,风速跑步机1代,运动,风速,893.66,541.97
P00502,兰沁面霜1代,美妆,兰沁,312.28,189.57
P00503,澄光洗衣机1代,家电,澄光,597.97,457.86
P00504,森木衬衫1代,服饰,森木,149.84,91.76
P00505,兰沁粉底液4代,美妆,兰沁,148.85,90.56
P00506,青禾卫衣5代,服饰,青禾,64.52,40.83
P00507,星联平板电脑4代,数码,星联,3016.31,1861.91
P00508,北岸连衣裙2代,服饰,北岸,561.06,338.14
P00509,小树苗积木1代,母婴,小树苗,182.89,147.39
P00510,山田记速溶咖啡5代,食品,山田记,160.89,91.85
P00511,味来速溶咖啡2代,食品,味来,91.25,62.56
P00512,鹿屿口红6代,美妆,鹿屿,175.56,124.60
P00513,谷小满牛肉干2代,食品,谷小满,161.19,90.75
P00514,小树苗儿童餐椅3代,母婴,小树苗,739.66,588.10
P00515,清颜口红1代,美妆,清颜,65.39,36.60
P00516,谷小满酸奶6代,食品,谷小满,26.80,15.64
P00517,云电冰箱1代,家电,云电,2037.01,1111.99
P00518,远读编程书4代,图书,远读,137.82,93.82
P00519,花漾防晒霜6代,美妆,花漾,198.64,134.01
P00520,兰沁精华液4代,美妆,兰沁,267.40,191.47
P00521,初白精华液6代,美妆,初白,78.20,61.50
P00522,灯塔小说1代,图书,灯塔,63.93,42.30
P00523,清颜精华液2代,美妆,清颜,93.68,64.16
P00524,兰沁口红2代,美妆,兰沁,265.62,161.86
P00525,木里四件套1代,家居,木里,562.80,455.31
P00526,云上衬衫4代,服饰,云上,122.04,96.91
P00527,青禾休闲裤4代,服饰,青禾,258.47,141.91
P00528,山田记坚果礼盒6代,食品,山田记,74.49,55.12
P00529,简衣休闲裤6代,服饰,简衣,262.31,204.83
P00530,新知绘本6代,图书,新知,72.21,46.92
P00531,初白洁面乳6代,美妆,初白,233.81,153.21
P00532,亲贝儿童餐椅4代,母婴,亲贝,373.82,220.05
P00533,谷小满坚果礼盒6代,食品,谷小满,201.56,156.38
P00534,小树苗积木6代,母婴,小树苗,114.54,75.11
P00535,跃动篮球6代,运动,跃动,2443.47,1733.33
P00536,云上运动鞋3代,服饰,云上,253.50,145.47
P00537,青禾衬衫6代,服饰,青禾,59.00,37.68
P00538,智造者路由器1代,数码,智造者,1572.48,1190.09
P00539,宅研餐具套装5代,家居,宅研,1142.44,804.34
P00540,极客派平板电脑3代,数码,极客派,2183.81,1515.66
P00541,墨舟考试教材3代,图书,墨舟,110.21,81.95
P00542,青卷管理书5代,图书,青卷,200.49,155.10
P00543,暖芽积木2代,母婴,暖芽,950.07,699.42
P00544,柔光收纳柜6代,家居,柔光,416.83,245.75
P00545,宅研四件套1代,家居,宅研,251.06,139.71
P00546,极客派蓝牙耳机3代,数码,极客派,1109.27,797.37
P00547,小方吹风机5代,家电,小方,1342.09,1016.68
P00548,云启蓝牙耳机1代,数码,云启,3998.51,2452.28
P00549,清颜防晒霜3代,美妆,清颜,414.43,310.74
P00550,小方冰箱6代,家电,小方,1007.17,768.40
P00551,小树苗纸尿裤5代,母婴,小树苗,619.93,457.31
P00552,亲贝婴儿推车2代,母婴,亲贝,295.77,203.75
P00553,森木休闲裤2代,服饰,森木,69.88,51.35
P00554,味来牛肉干2代,食品,味来,120.90,89.21
P00555,柔光靠垫2代,家居,柔光,1999.00,1620.66
P00556,住造餐具套装2代,家居,住造,518.27,274.30
P00557,宅研空气炸锅1代,家居,宅研,517.76,369.76
P00558,白鲸电饭煲4代,家电,白鲸,2731.61,1608.33
P00559,花漾粉底液6代,美妆,花漾,154.11,85.67
P00560,云上外套2代,服饰,云上,156.08,93.91
P00561,花漾口红1代,美妆,花漾,699.00,553.33
P00562,新知考试教材4代,图书,新知,40.46,21.13
P00563,极客派平板电脑1代,数码,极客派,3252.17,2056.84
P00564,宅研台灯2代,家居,宅研,303.95,160.11
P00565,柔光台灯4代,家居,柔光,611.64,474.07
P00566,住造四件套6代,家居,住造,637.70,377.96
P00567,云上运动鞋6代,服饰,云上,304.46,241.45
P00568,小树苗婴儿推车5代,母婴,小树苗,649.16,451.51
P00569,云启平板电脑3代,数码,云启,1004.44,559.08
P00570,小树苗奶瓶5代,母婴,小树苗,258.50,150.88
P00571,麦禾速溶咖啡3代,食品,麦禾,63.48,50.39
P00572,青禾衬衫2代,服饰,青禾,298.37,203.86
P00573,力场哑铃2代,运动,力场,138.24,96.91
P00574,云启显示器5代,数码,云启,556.52,293.76
P00575,谷小满牛肉干4代,食品,谷小满,101.46,56.46
P00576,轻跑运动背包5代,运动,轻跑,1852.87,1486.46
P00577,暖芽奶瓶1代,母婴,暖芽,471.85,275.94
P00578,云启显示器4代,数码,云启,1103.01,682.45
P00579,简衣衬衫4代,服饰,简衣,288.76,224.51
P00580,风速运动背包4代,运动,风速,849.13,503.38
P00581,木里餐具套装4代,家居,木里,670.36,514.40
P00582,云启显示器3代,数码,云启,2140.71,1681.31
P00583,极客派机械键盘4代,数码,极客派,595.57,460.80
P00584,清颜面霜2代,美妆,清颜,385.65,268.20
P00585,云启智能手表3代,数码,云启,3311.63,1906.44
P00586,力场骑行头盔6代,运动,力场,347.47,275.73
P00587,云上休闲裤6代,服饰,云上,637.21,401.55
P00588,住造台灯6代,家居,住造,1215.58,978.91
P00589,鲜语茶叶4代,食品,鲜语,42.48,31.84
P00590,云启机械键盘1代,数码,云启,3221.74,1855.24
P00591,云上衬衫5代,服饰,云上,76.45,45.18
P00592,北岸衬衫6代,服饰,北岸,477.93,337.02
P00593,简衣衬衫1代,服饰,简衣,125.72,98.72
P00594,亲贝儿童湿巾4代,母婴,亲贝,152.23,90.74
P00595,青禾连衣裙1代,服饰,青禾,270.04,176.20
P00596,小方扫地机器人2代,家电,小方,3059.09,2166.06
P00597,味来茶叶6代,食品,味来,96.13,51.82
P00598,兰沁洁面乳2代,美妆,兰沁,130.65,86.58
P00599,清颜面霜1代,美妆,清颜,159.74,98.75
P00600,清颜防晒霜5代,美妆,清颜,116.71,63.35
P00601,味来酸奶1代,食品,味来,399.00,215.28
P00602,极客派机械键盘5代,数码,极客派,3493.29,2847.16
P00603,轻跑骑行头盔5代,运动,轻跑,874.38,575.38
P00604,北岸运动鞋3代,服饰,北岸,494.49,321.01
P00605,简衣外套4代,服饰,简衣,494.03,358.76
P00606,森木外套2代,服饰,森木,128.25,92.28
P00607,澄光冰箱1代,家电,澄光,3152.94,2000.49
P00608,云上卫衣3代,服饰,云上,373.62,276.11
P00609,柔光空气炸锅2代,家居,柔光,587.80,408.32
P00610,小树苗奶瓶2代,母婴,小树苗,682.08,367.61
P00611,极客派路由器2代,数码,极客派,2650.84,1897.13
P00612,北岸运动鞋2代,服饰,北岸,520.92,278.56
P00613,新知编程书3代,图书,新知,84.57,58.19
P00614,贝童纸尿裤4代,母婴,贝童,573.08,382.36
P00615,鲜语曲奇饼干6代,食品,鲜语,73.65,40.26
P00616,青卷小说2代,图书,青卷,152.36,87.35
P00617,青禾连衣裙2代,服饰,青禾,169.15,95.35
P00618,云启机械键盘4代,数码,云启,3512.53,2332.34
P00619,鹿屿粉底液3代,美妆,鹿屿,152.09,80.50
P00620,鹿屿洁面乳6代,美妆,鹿屿,235.06,127.41
P00621,灯塔考试教材6代,图书,灯塔,101.50,78.21
P00622,云电扫地机器人5代,家电,云电,1978.26,1511.35
P00623,远读小说3代,图书,远读,250.42,171.46
P00624,智造者蓝牙耳机6代,数码,智造者,1436.06,951.86
P00625,星联机械键盘4代,数码,星联,2799.96,1473.21
P00626,鲜语坚果礼盒5代,食品,鲜语,126.88,92.16
P00627,简衣外套3代,服饰,简衣,313.24,251.68
P00628,云上连衣裙3代,服饰,云上,548.64,289.62
P00629,鹿屿洁面乳2代,美妆,鹿屿,156.68,121.91
P00630,力场篮球5代,运动,力场,1355.81,798.92
P00631,晨芯智能手表6代,数码,晨芯,2212.09,1250.43
P00632,麦禾酸奶3代,食品,麦禾,52.50,29.72
P00633,灯塔历史书5代,图书,灯塔,299.00,164.69
P00634,智造者蓝牙耳机5代,数码,智造者,1112.45,679.73
P00635,山野骑行头盔2代,运动,山野,228.28,148.82
P00636,宅研靠垫3代,家居,宅研,503.17,279.02
P00637,青卷历史书6代,图书,青卷,249.53,157.89
P00638,极客派显示器6代,数码,极客派,2428.13,1371.39
P00639,云启蓝牙耳机4代,数码,云启,1012.33,532.95
P00640,北岸卫衣2代,服饰,北岸,395.86,323.38
P00641,云上休闲裤4代,服饰,云上,232.24,174.77
P00642,鲜语牛肉干2代,食品,鲜语,178.63,100.17
P00643,住造四件套1代,家居,住造,508.00,340.38
P00644,简衣休闲裤3代,服饰,简衣,175.94,141.27
P00645,清颜口红1代,美妆,清颜,189.86,153.60
P00646,青禾卫衣3代,服饰,青禾,86.75,67.13
P00647,鹿屿洁面乳3代,美妆,鹿屿,123.68,84.59
P00648,北岸衬衫6代,服饰,北岸,163.98,121.28
P00649,星联路由器5代,数码,星联,1765.07,1056.26
P00650,森木休闲裤3代,服饰,森木,128.33,99.36
P00651,味来曲奇饼干3代,食品,味来,150.24,102.63
P00652,小树苗婴儿推车5代,母婴,小树苗,273.33,177.22
P00653,简衣运动鞋1代,服饰,简衣,314.19,212.06
P00654,智造者机械键盘3代,数码,智造者,562.04,358.88
P00655,谷小满速溶咖啡4代,食品,谷小满,27.00,16.38
P00656,澄光电饭煲2代,家电,澄光,1561.87,1130.84
P00657,森木运动鞋4代,服饰,森木,442.18,336.08
P00658,谷小满曲奇饼干6代,食品,谷小满,146.19,84.99
P00659,新知绘本6代,图书,新知,159.91,119.65
P00660,宅研餐具套装6代,家居,宅研,482.83,361.89
P00661,宅研靠垫5代,家居,宅研,626.22,342.26
P00662,小树苗儿童湿巾2代,母婴,小树苗,31.97,25.12
P00663,远读管理书4代,图书,远读,102.03,61.24
P00664,柔光空气炸锅6代,家居,柔光,1470.89,771.51
P00665,森木外套4代,服饰,森木,206.72,115.50
P00666,味来曲奇饼干2代,食品,味来,161.65,115.70
P00667,云上休闲裤1代,服饰,云上,201.43,127.00
P00668,住造空气炸锅2代,家居,住造,1157.77,752.81
P00669,花漾粉底液4代,美妆,花漾,108.38,71.77
P00670,初白面霜1代,美妆,初白,185.40,147.80
P00671,宅研收纳柜5代,家居,宅研,829.13,445.08
P00672,轻跑瑜伽垫6代,运动,轻跑,908.24,608.45
P00673,鲜语坚果礼盒5代,食品,鲜语,195.44,160.24
P00674,鲜语牛肉干5代,食品,鲜语,76.49,47.59
P00675,初白精华液2代,美妆,初白,90.91,72.91
P00676,柔光四件套2代,家居,柔光,139.94,78.12
P00677,极客派智能手表2代,数码,极客派,1253.71,760.17
P00678,极客派显示器3代,数码,极客派,4975.47,2789.61
P00679,柔光餐具套装2代,家居,柔光,293.82,182.75
P00680,清颜粉底液3代,美妆,清颜,287.48,224.17
P00681,兰沁口红3代,美妆,兰沁,68.00,37.23
P00682,木里四件套4代,家居,木里,786.15,500.74
P00683,白鲸电饭煲2代,家电,白鲸,1176.25,713.30
P00684,轻跑运动背包5代,运动,轻跑,702.17,449.72
P00685,简衣连衣裙1代,服饰,简衣,214.39,156.95
P00686,白鲸吹风机1代,家电,白鲸,2390.00,1487.52
P00687,新知考试教材3代,图书,新知,79.96,48.38
P00688,新知考试教材6代,图书,新知,55.99,42.63
P00689,鹿屿口红4代,美妆,鹿屿,125.13,66.83
P00690,初白面霜3代,美妆,初白,253.09,163.80
P00691,谷小满牛肉干6代,食品,谷小满,62.43,50.95
P00692,北岸休闲裤2代,服饰,北岸,444.45,333.22
P00693,墨舟管理书1代,图书,墨舟,43.35,29.85
P00694,极客派路由器5代,数码,极客派,3319.83,2354.37
P00695,简衣休闲裤3代,服饰,简衣,145.02,81.15
P00696,北岸连衣裙5代,服饰,北岸,182.31,114.24
P00697,住造餐具套装3代,家居,住造,402.24,303.89
P00698,青卷历史书4代,图书,青卷,63.69,35.03
P00699,星联机械键盘6代,数码,星联,498.91,347.54
P00700,宅研空气炸锅5代,家居,宅研,1565.65,1246.12
P00701,鹿屿防晒霜1代,美妆,鹿屿,99.45,54.49
P00702,北岸休闲裤2代,服饰,北岸,166.25,119.89
P00703,暖芽纸尿裤3代,母婴,暖芽,369.45,208.23
P00704,贝童儿童餐椅2代,母婴,贝童,892.62,591.04
P00705,安心宝婴儿推车4代,母婴,安心宝,127.21,86.34
P00706,远读绘本1代,图书,远读,101.62,74.99
P00707,极客派蓝牙耳机1代,数码,极客派,1055.51,791.53
P00708,味来坚果礼盒4代,食品,味来,156.32,91.56
P00709,花漾防晒霜6代,美妆,花漾,322.12,243.72
P00710,澄光吹风机2代,家电,澄光,1320.47,1071.42
P00711,清颜洁面乳5代,美妆,清颜,370.72,243.64
P00712,北岸衬衫5代,服饰,北岸,530.25,351.58
P00713,住造收纳柜2代,家居,住造,976.42,752.98
P00714,智造者显示器5代,数码,智造者,942.02,612.92
P00715,墨舟绘本4代,图书,墨舟,34.21,25.15
P00716,宅研空气炸锅2代,家居,宅研,334.64,213.02
P00717,青禾卫衣6代,服饰,青禾,270.89,184.39
P00718,恒净净水器3代,家电,恒净,3179.81,2297.57
P00719,味来坚果礼盒2代,食品,味来,17.22,12.45
P00720,北岸休闲裤5代,服饰,北岸,67.67,35.86
P00721,鹿屿口红5代,美妆,鹿屿,273.82,215.05
P00722,鲜语牛肉干1代,食品,鲜语,151.24,99.11
P00723,暖芽儿童餐椅4代,母婴,暖芽,311.43,244.72
P00724,北岸外套6代,服饰,北岸,158.76,126.79
P00725,安心宝婴儿推车2代,母婴,安心宝,807.78,484.10
P00726,力场跑步机2代,运动,力场,201.02,138.72
P00727,谷小满牛肉干2代,食品,谷小满,134.87,101.30
P00728,星联路由器5代,数码,星联,1383.08,1003.83
P00729,味来速溶咖啡6代,食品,味来,137.62,72.24
P00730,暖芽积木5代,母婴,暖芽,856.10,529.42
P00731,森木休闲裤6代,服饰,森木,677.20,417.36
P00732,兰沁防晒霜6代,美妆,兰沁,177.60,95.86
P00733,澄光吹风机1代,家电,澄光,1432.75,911.14
P00734,智造者平板电脑6代,数码,智造者,1958.89,1449.85
P00735,谷小满速溶咖啡5代,食品,谷小满,104.25,67.43
P00736,智造者智能手表3代,数码,智造者,3300.82,2163.18
P00737,森木外套5代,服饰,森木,83.25,57.33
P00738,谷小满牛肉干5代,食品,谷小满,86.25,52.65
P00739,晴舍收纳柜5代,家居,晴舍,109.98,89.99
P00740,晨芯路由器4代,数码,晨芯,1690.09,1286.40
P00741,力场骑行头盔2代,运动,力场,295.97,186.44
P00742,麦禾速溶咖啡2代,食品,麦禾,66.89,49.16
P00743,住造台灯3代,家居,住造,526.41,380.52
P00744,新知管理书3代,图书,新知,133.28,94.47
P00745,鲜语酸奶2代,食品,鲜语,182.56,129.94
P00746,安心宝奶瓶1代,母婴,安心宝,168.01,105.25
P00747,麦禾速溶咖啡6代,食品,麦禾,53.52,29.35
P00748,亲贝儿童餐椅6代,母婴,亲贝,109.81,64.80
P00749,谷小满坚果礼盒1代,食品,谷小满,74.23,40.02
P00750,鹿屿口红1代,美妆,鹿屿,89.92,57.72
P00751,北岸连衣裙6代,服饰,北岸,206.58,159.53
P00752,澄光吹风机3代,家电,澄光,576.26,347.15
P00753,晨芯显示器5代,数码,晨芯,1335.30,1025.82
P00754,柔光靠垫5代,家居,柔光,464.13,276.18
P00755,清颜面霜3代,美妆,清颜,382.86,249.96
P00756,星联显示器4代,数码,星联,2537.37,1915.71
P00757,兰沁洁面乳4代,美妆,兰沁,144.68,88.05
P00758,晴舍餐具套装2代,家居,晴舍,877.93,524.33
P00759,云上运动鞋6代,服饰,云上,77.45,59.15
P00760,北岸休闲裤1代,服饰,北岸,472.15,294.03
P00761,贝童儿童湿巾5代,母婴,贝童,351.73,258.76
P00762,宅研餐具套装1代,家居,宅研,499.71,388.50
P00763,跃动跑步机5代,运动,跃动,160.07,130.52
P00764,灯塔小说5代,图书,灯塔,143.41,108.33
P00765,贝童儿童湿巾3代,母婴,贝童,218.28,137.86
P00766,初白精华液6代,美妆,初白,514.76,387.05
P00767,宅研餐具套装1代,家居,宅研,464.08,242.39
P00768,小树苗婴儿推车5代,母婴,小树苗,363.65,274.78
P00769,谷小满曲奇饼干1代,食品,谷小满,305.31,243.24
P00770,鹿屿口红3代,美妆,鹿屿,180.24,128.63
P00771,兰沁精华液3代,美妆,兰沁,80.22,41.98
P00772,山田记曲奇饼干5代,食品,山田记,59.73,45.54
P00773,星联机械键盘5代,数码,星联,3728.01,3030.97
P00774,晴舍台灯1代,家居,晴舍,851.67,564.20
P00775,云电洗衣机6代,家电,云电,1980.66,1210.83
P00776,味来牛肉干6代,食品,味来,76.36,52.50
P00777,兰沁防晒霜2代,美妆,兰沁,222.00,162.23
P00778,谷小满速溶咖啡3代,食品,谷小满,80.81,51.65
P00779,麦禾酸奶5代,食品,麦禾,80.19,48.80
P00780,简衣卫衣2代,服饰,简衣,461.78,340.52
P00781,森木连衣裙4代,服饰,森木,133.16,71.46
P00782,柔光空气炸锅6代,家居,柔光,272.96,184.81
P00783,青禾连衣裙3代,服饰,青禾,207.60,139.27
P00784,初白洁面乳5代,美妆,初白,166.00,123.01
P00785,澄光洗衣机3代,家电,澄光,1321.83,708.31
P00786,简衣休闲裤6代,服饰,简衣,235.05,187.36
P00787,山田记酸奶2代,食品,山田记,192.58,124.13
P00788,鲜语茶叶5代,食品,鲜语,200.27,127.09
P00789,森木运动鞋6代,服饰,森木,250.72,161.12
P00790,远读小说2代,图书,远读,184.51,114.20
P00791,小树苗婴儿推车5代,母婴,小树苗,544.93,382.79
P00792,花漾防晒霜2代,美妆,花漾,144.13,77.23
P00793,谷小满坚果礼盒4代,食品,谷小满,242.09,170.11
P00794,简衣连衣裙2代,服饰,简衣,343.45,221.73
P00795,灯塔管理书6代,图书,灯塔,134.71,86.15
P00796,简衣连衣裙2代,服饰,简衣,59.00,44.34
P00797,星联机械键盘2代,数码,星联,2231.24,1571.58
P00798,谷小满速溶咖啡4代,食品,谷小满,41.81,24.44
P00799,味来牛肉干5代,食品,味来,45.52,32.06
P00800,极客派机械键盘5代,数码,极客派,2789.70,2130.66
